<Header>
Filename:	20221115_H2_Plastik_Gr7_puls_10bar_2022-15-11@14-29-46.dat
Comment:	
</Header>


Date	Time	MFC1 SP [ml/min]	MFC1 PV [ml/min]	MFC2 SP [ml/min]	MFC2 PV [ml/min]	MFC3 SP [ml/min]	MFC3 PV [ml/min]	P SP [bar]	P PV [bar]	T0 [�C]	T1 [�C]	T2 [�C]	T3 [�C]	T4 [�C]	T5 [�C]	T6 [�C]	T7 [�C]	Tcjc0 [�C]	Tcjc1 [�C]	ET SP [�C]	ET PV [�C]
2022/11/15	14:29:46.734	0.00	0.00	0.00	0.00	0.36	0.28	10.00	0.01	0.16	1.14	2.17	3.17	4.19	5.16	6.17	7.17	8.17	9.17	0.00	19.86
2022/11/15	14:29:51.739	50.00	0.00	0.00	0.00	0.14	0.48	10.00	0.01	0.17	1.17	2.18	3.16	4.16	5.16	6.16	7.17	8.17	9.20	0.00	20.27
2022/11/15	14:29:56.744	50.00	50.73	0.00	0.00	0.41	0.47	10.00	0.01	0.16	1.16	2.16	3.16	4.16	5.15	6.17	7.16	8.18	9.17	0.00	20.97
2022/11/15	14:30:01.754	50.00	49.66	0.00	0.00	0.21	0.84	10.00	0.04	0.17	1.18	2.17	3.18	4.15	5.16	6.15	7.15	8.17	9.15	0.00	21.00
2022/11/15	14:30:06.761	50.00	49.79	0.00	0.00	0.12	0.43	10.00	0.04	0.16	1.19	2.16	3.17	4.17	5.16	6.18	7.16	8.16	9.18	0.00	20.94
2022/11/15	14:30:11.763	50.00	49.83	0.00	0.00	0.58	0.78	10.00	0.04	0.17	1.17	2.16	3.16	4.16	5.16	6.16	7.16	8.17	9.16	0.00	19.80
2022/11/15	14:30:16.769	50.00	49.87	0.00	0.00	0.26	0.46	10.00	0.04	0.15	1.17	2.17	3.17	4.16	5.16	6.16	7.15	8.16	9.17	0.00	19.18
2022/11/15	14:30:21.778	50.00	49.92	0.00	0.00	0.28	0.20	10.00	0.04	0.16	1.19	2.17	3.16	4.17	5.17	6.17	7.17	8.17	9.17	0.00	19.07
2022/11/15	14:30:26.786	50.00	49.93	0.00	0.00	0.45	0.81	10.00	0.04	0.18	1.17	2.17	3.17	4.16	5.16	6.17	7.18	8.16	9.17	0.00	19.18
2022/11/15	14:30:31.792	50.00	49.94	0.00	0.00	0.09	0.95	10.00	0.04	0.17	1.17	2.18	3.18	4.17	5.17	6.17	7.17	8.17	9.16	0.00	21.00
2022/11/15	14:30:36.798	50.00	49.93	0.00	0.00	0.94	0.44	10.00	0.04	0.18	1.16	2.16	3.17	4.18	5.18	6.18	7.17	8.16	9.17	0.00	20.89
2022/11/15	14:30:41.804	50.00	49.95	0.00	0.00	0.74	0.62	10.00	0.04	0.16	1.16	2.16	3.16	4.18	5.18	6.16	7.17	8.16	9.17	0.00	19.05
2022/11/15	14:30:46.808	50.00	49.95	0.00	0.00	0.71	0.11	10.00	0.04	0.17	1.17	2.16	3.17	4.15	5.16	6.16	7.17	8.18	9.15	0.00	19.72
2022/11/15	14:30:51.815	50.00	49.95	0.00	0.00	0.16	0.97	10.00	0.04	0.16	1.16	2.16	3.16	4.16	5.18	6.16	7.17	8.15	9.18	0.00	20.64
2022/11/15	14:30:56.822	50.00	49.95	0.00	0.00	0.48	0.20	10.00	0.04	0.16	1.17	2.16	3.16	4.16	5.18	6.16	7.17	8.17	9.18	0.00	19.86
2022/11/15	14:31:01.822	50.00	50.00	0.00	0.00	0.03	0.50	10.00	0.04	0.18	1.17	2.14	3.17	4.16	5.19	6.18	7.18	8.18	9.17	0.00	20.55
2022/11/15	14:31:06.824	50.00	49.98	0.00	0.00	0.27	0.20	10.00	0.04	0.17	1.16	2.17	3.20	4.14	5.17	6.19	7.15	8.15	9.18	0.00	19.88
2022/11/15	14:31:11.832	50.00	49.99	0.00	0.00	0.53	0.63	10.00	0.04	0.17	1.15	2.17	3.15	4.17	5.17	6.18	7.17	8.18	9.15	0.00	19.53
2022/11/15	14:31:16.840	50.00	49.94	0.00	0.00	0.74	0.31	10.00	0.04	0.17	1.17	2.17	3.17	4.15	5.17	6.17	7.17	8.17	9.17	0.00	20.54
2022/11/15	14:31:21.850	50.00	49.99	0.00	0.00	0.24	0.50	10.00	0.04	0.17	1.17	2.17	3.18	4.16	5.17	6.16	7.16	8.17	9.17	0.00	19.69
2022/11/15	14:31:26.855	50.00	1310.70	0.00	0.00	0.17	0.32	10.00	0.02	0.17	1.18	2.16	3.18	4.17	5.17	6.17	7.18	8.16	9.16	0.00	20.49
2022/11/15	14:31:31.861	50.00	0.00	0.00	0.00	0.38	0.82	10.00	0.02	0.16	1.16	2.16	3.14	4.16	5.15	6.17	7.16	8.17	9.19	0.00	19.31
2022/11/15	14:31:36.866	50.00	32.92	0.00	0.00	0.11	0.48	10.00	0.01	0.16	1.17	2.17	3.18	4.15	5.19	6.16	7.16	8.18	9.19	0.00	20.08
2022/11/15	14:31:41.876	50.00	49.98	0.00	0.00	0.19	0.97	10.00	0.04	0.15	1.17	2.14	3.17	4.18	5.17	6.17	7.16	8.16	9.17	0.00	19.23
2022/11/15	14:31:46.880	50.00	49.91	0.00	0.00	0.43	0.78	10.00	0.21	0.17	1.17	2.16	3.18	4.18	5.16	6.18	7.16	8.18	9.16	0.00	19.21
2022/11/15	14:31:51.880	50.00	49.95	0.00	0.00	0.36	0.21	10.00	0.37	0.17	1.17	2.16	3.12	4.16	5.17	6.16	7.18	8.18	9.16	0.00	19.34
2022/11/15	14:31:56.883	50.00	49.92	0.00	0.00	0.28	0.66	10.00	0.53	0.16	1.16	2.18	3.16	4.17	5.17	6.17	7.16	8.17	9.16	0.00	20.52
2022/11/15	14:32:01.884	50.00	49.96	0.00	0.00	0.09	0.30	10.00	0.69	0.19	1.17	2.19	3.17	4.17	5.17	6.17	7.16	8.18	9.16	0.00	20.21
2022/11/15	14:32:06.893	50.00	49.94	0.00	0.00	0.45	0.91	10.00	0.85	0.17	1.16	2.17	3.19	4.18	5.18	6.16	7.17	8.17	9.19	0.00	19.36
2022/11/15	14:32:11.894	50.00	49.97	0.00	0.00	0.33	0.21	10.00	1.01	0.17	1.17	2.17	3.16	4.17	5.16	6.16	7.16	8.16	9.17	0.00	19.17
2022/11/15	14:32:16.893	50.00	49.95	0.00	0.00	0.84	0.54	10.00	1.18	0.16	1.16	2.18	3.17	4.16	5.17	6.16	7.16	8.16	9.16	0.00	19.78
2022/11/15	14:32:21.901	50.00	49.98	0.00	0.00	0.77	0.55	10.00	1.34	0.16	1.18	2.16	3.17	4.16	5.18	6.17	7.17	8.16	9.17	0.00	20.67
